questionName,variableName,questionType,subType,questionText,choiceValue,choiceText,include_database,include_report,stratified,short_name,Sidsel,question_group,converted_binary,question_number,question_integer,sort_order
s_84,s_84_8,Closed,Multiple,"20.2.2 Hvad var grunden(e) til, at du vendte tilbage til arbejdet på det tidspunkt, du gjorde? Sæt gerne flere kryds",8,Andet - skriv gerne:,1,0,0,,1,,NA,20.2.2,20,121
s_261,s_261,Open,String,"20.2.2 Hvad var grunden(e) til, at du vendte tilbage til arbejdet på det tidspunkt, du gjorde? Sæt gerne flere kryds - Andet - skriv gerne:",NA,,1,0,0,,1,,NA,20.2.2,20,122
s_85,s_85_1,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,1,"Ja, jeg har følt mig presset af jobcenteret (kommunen)",1,0,0,,1,,NA,20.2.3,20,123
s_85,s_85_2,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,2,"Ja, jeg har følt mig presset af min arbejdsgiver",1,0,0,,1,,NA,20.2.3,20,124
s_85,s_85_3,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,3,"Ja, jeg har følt mig presset af mine kolleger",1,0,0,,1,,NA,20.2.3,20,125
s_85,s_85_4,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,4,"Ja, jeg har følt mig presset af mine pårørende",1,0,0,,1,,NA,20.2.3,20,126
s_85,s_85_5,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,5,"Ja, jeg har følt mig presset af økonomiske årsager",1,0,0,,1,,NA,20.2.3,20,127
s_85,s_85_6,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,7,"Ja, jeg har følt mig presset af andre årsager, skriv gerne:",1,0,0,,1,,NA,20.2.3,20,128
s_85,s_85_7,Closed,Multiple,20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser,8,"Nej, jeg har ikke følt mig presset",1,0,0,,1,,NA,20.2.3,20,129
s_80,s_80,Open,String,"20.2.3 Har du følt dig presset til at vende tilbage til arbejde efter sygemelding? Sæt gerne flere krydser - Ja, jeg har følt mig presset af andre årsager, skriv gerne:",NA,,1,0,0,,1,,NA,20.2.3,20,130
s_87,s_87,Closed,Single,"20.2.4 Har du i forbindelse med at vende tilbage til arbejdet haft brug for professionel rådgivning, fx fra en socialrådgiver, fagforening, jobkonsulent e.l.? ",NA,,1,0,0,,1,,NA,20.2.4,20,131
s_89,s_89,Closed,Single,20.2.5 Har din arbejdsgiver gjort noget for at hjælpe dig med at bevare din tilknytning til arbejdspladsen?,NA,,1,1,1,,1,,NA,20.2.5,20,132
s_94,s_94,Closed,Single,21. Har økonomien i din husstand ændret sig som følge af din hjertesygdom?,NA,,1,1,0,,0,,NA,21.,21,133
s_95,s_95,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Sygedagpenge,NA,,1,0,0,,0,,NA,22.,22,134
s_96,s_96,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Fleksjob,NA,,1,0,0,,0,,NA,22.,22,135
s_97,s_97,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Førtidspension,NA,,1,0,0,,0,,NA,22.,22,136
s_98,s_98,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Hjælpemidler,NA,,1,0,0,,0,,NA,22.,22,137
s_99,s_99,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Hjemmehjælp,NA,,1,0,0,,0,,NA,22.,22,138
s_100,s_100,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Tilskud til medicin,NA,,1,0,0,,0,,NA,22.,22,139
s_101,s_101,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Tilskud til psykolog,NA,,1,0,0,,0,,NA,22.,22,140
s_102,s_102,Closed,Single,22. Har du i forbindelse med din hjertesygdom oplevet problemer med at få tildelt følgende ydelser? Sæt ét kryds i hver linje - Ansøgning om merudgifter på grund af nedsat fysisk/psykisk funktionsevne,NA,,1,0,0,,0,,NA,22.,22,141
s_207,s_207,Closed,Single,"22.1 Har du i forbindelse med ansøgning om én eller flere af førnævnte ydelser haft brug for professionel rådgivning f.eks. fra en socialrådgiver, din praktiserende læge eller patientforening?",NA,,1,0,0,,0,,NA,22.1,22,142
s_111,s_111,Closed,Single,23. Har det inden for de seneste fire uger voldt dig problemer at? Sæt ét kryds i hver linje  - Gå indendørs på jævnt underlag,NA,,1,0,0,,0,,NA,23.,23,143
s_112,s_112,Closed,Single,"23. Har det inden for de seneste fire uger voldt dig problemer at? Sæt ét kryds i hver linje  - Udføre havearbejde, støvsuge eller bære indkøbsposer",NA,,1,0,0,,0,,NA,23.,23,144
s_113,s_113,Closed,Single,23. Har det inden for de seneste fire uger voldt dig problemer at? Sæt ét kryds i hver linje  - Gå op ad en bakke eller trappe uden at stoppe,NA,,1,0,0,,0,,NA,23.,23,145
s_114,s_114,Closed,Single,23. Har det inden for de seneste fire uger voldt dig problemer at? Sæt ét kryds i hver linje  - Gå mere end 100 meter i raskt tempo,NA,,1,0,0,,0,,NA,23.,23,146
s_115,s_115,Closed,Single,23. Har det inden for de seneste fire uger voldt dig problemer at? Sæt ét kryds i hver linje  - Løfte eller flytte tunge genstande,NA,,1,0,0,,0,,NA,23.,23,147
s_116,s_116,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig stakåndet (åndenød),NA,,1,0,0,,0,,NA,24.,24,148
s_117,s_117,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig fysisk begrænset,NA,,1,0,0,,0,,NA,24.,24,149
s_118,s_118,Closed,Single,"24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig træt, udmattet, med nedsat energi",NA,,1,0,0,,0,,NA,24.,24,150
s_119,s_119,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig anspændt,NA,,1,0,0,,0,,NA,24.,24,151
s_120,s_120,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig nedtrykt,NA,,1,0,0,,0,,NA,24.,24,152
s_121,s_121,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig frustreret,NA,,1,0,0,,0,,NA,24.,24,153
s_122,s_122,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Følt dig bekymret,NA,,1,0,0,,0,,NA,24.,24,154
s_123,s_123,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Været begrænset i at udøve sport eller motion,NA,,1,0,0,,0,,NA,24.,24,155
s_124,s_124,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Været begrænset i at udføre arbejde i huset eller i haven,NA,,1,0,0,,0,,NA,24.,24,156
s_125,s_125,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Haft hjertebanken,NA,,1,0,0,,0,,NA,24.,24,157
s_126,s_126,Closed,Single,24. Har du haft følgende problemer inden for de seneste fire uger? Sæt ét kryds i hver linje  - Haft brystsmerter,NA,,1,0,0,,0,,NA,24.,24,158
s_262,s_26_1,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",1,Calcium,1,1,0,,0,,NA,25.,25,159
s_262,s_26_2,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",2,D-vitamin,1,1,0,,0,,NA,25.,25,160
s_262,s_26_3,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",3,E-vitamin,1,1,0,,0,,NA,25.,25,161
s_262,s_26_4,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",4,Efedrin,1,1,0,,0,,NA,25.,25,162
s_262,s_26_5,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",5,Fibertilskud f.eks. HUSK/loppefrøskaller,1,1,0,,0,,NA,25.,25,163
s_262,s_26_6,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",6,Fiskeolie,1,1,0,,0,,NA,25.,25,164
s_262,s_26_7,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",7,Ginkgo biloba,1,1,0,,0,,NA,25.,25,165
s_262,s_26_8,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",8,Ginseng,1,1,0,,0,,NA,25.,25,166
s_262,s_26_9,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",9,Hvidløg,1,1,0,,0,,NA,25.,25,167
s_262,s_26_10,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",10,Hvidtjørn,1,1,0,,0,,NA,25.,25,168
s_262,s_26_11,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",11,Ingefær,1,1,0,,0,,NA,25.,25,169
s_262,s_26_12,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",12,Jern,1,1,0,,0,,NA,25.,25,170
s_262,s_26_13,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",13,K-vitamin,1,1,0,,0,,NA,25.,25,171
s_262,s_26_14,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",14,L-carnitin,1,1,0,,0,,NA,25.,25,172
s_262,s_26_15,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",15,Magnesium,1,1,0,,0,,NA,25.,25,173
s_262,s_26_16,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",16,Multivitaminer,1,1,0,,0,,NA,25.,25,174
s_262,s_26_17,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",17,Perikon/perikum/St. Johns Wort,1,1,0,,0,,NA,25.,25,175
s_262,s_26_18,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",18,Q10,1,1,0,,0,,NA,25.,25,176
s_262,s_26_19,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",19,Røde gærris,1,1,0,,0,,NA,25.,25,177
s_262,s_26_20,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",20,Andet - skriv venligst:,1,1,0,,0,,NA,25.,25,178
s_262,s_26_21,Closed,Multiple,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'.",21,Jeg tager ingen af ovenstående produkter,1,1,0,,0,,NA,25.,25,179
s_265,s_265,Open,String,"25. Tager du nogen af følgende former for kosttilskud eller naturlægemidler? Sæt kryds ved det/de produkt(er), du tager. Hvis du ingen tager, sæt da kryds ved 'Nej, jeg tager ingen af ovenstående produkter'. - Andet - skriv venligst:",NA,,1,0,0,,0,,NA,25.,25,180
s_263,s_263_1,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,1,"For min sundhed - fx fordi jeg gerne vil undgå, at sygdommen udvikler sig",1,1,0,,0,,NA,25.1,25,181
s_263,s_263_2,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,2,For at få mindre lægeordineret medicin,1,1,0,,0,,NA,25.1,25,182
s_263,s_263_3,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,3,Som supplement til den øvrige behandling,1,1,0,,0,,NA,25.1,25,183
s_263,s_263_4,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,4,Som behandling eller lindring af anden sygdom fx gigt eller smerter,1,1,0,,0,,NA,25.1,25,184
s_263,s_263_5,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,5,Fordi kosttilskud og naturlægemidler ikke har bivirkninger,1,1,0,,0,,NA,25.1,25,185
s_263,s_263_6,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,6,"Fordi jeg har fået det anbefalet af en læge, tandlæge eller sygeplejerske",1,1,0,,0,,NA,25.1,25,186
s_263,s_263_7,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,7,"Fordi jeg har fået det anbefalet af familie, ven/veninde, kollega, nabo, en anden hjertepatient e.a.",1,1,0,,0,,NA,25.1,25,187
s_263,s_263_8,Closed,Multiple,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds,8,Andet,1,1,0,,0,,NA,25.1,25,188
s_3,s_3,Open,String,25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds - Andet - skriv venligst:,NA,,1,0,0,,0,,NA,25.1,25,189
s_264,s_264_1,Closed,Multiple,"25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om",1,Hvilken virkning du gerne vil opnå med kosttilskuddene/naturlægemidlerne,1,1,0,,0,,NA,25.2,25,190
s_264,s_264_2,Closed,Multiple,"25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om",2,"Hvilke produkter og hvilken dosis, du med fordel kunne tage",1,1,0,,0,,NA,25.2,25,191
s_264,s_264_3,Closed,Multiple,"25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om",3,"Hvordan produkterne påvirker den lægeordinerede medicin, du eventuelt får",1,1,0,,0,,NA,25.2,25,192
s_264,s_264_4,Closed,Multiple,"25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om",4,Hvordan du skal forholde dig i tilfælde af operation,1,1,0,,0,,NA,25.2,25,193
s_264,s_264_5,Closed,Multiple,"25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om",5,Hvordan du indberetter eventuelle bivirkninger eller allergiske reaktioner,1,1,0,,0,,NA,25.2,25,194
s_264,s_264_6,Closed,Multiple,"25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om",6,"Nej, jeg har ikke talt med egen læge eller hjertelægen om kosttilskud/naturlægemidler",1,1,0,,0,,NA,25.2,25,195
s_130,s_130,Closed,Single,"26. Hvordan synes du, at dit helbred er alt i alt?",NA,,1,1,1,,0,,NA,26.,26,196
s_132,s_132,Closed,Single,Søvn  27. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Er du vågnet flere gange og har haft svært ved at falde i søvn igen?,NA,,1,0,0,,0,,NA,NA,,197
s_133,s_133,Closed,Single,"Søvn  27. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Har du følt, at du ikke var udhvilet, når du vågnede?",NA,,1,0,0,,0,,NA,NA,,198
s_134,s_134,Closed,Single,Søvn  27. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Har du følt dig træt i løbet af dagen?,NA,,1,0,0,,0,,NA,NA,,199
s_248,s_248,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Ikke at få den rette behandling (f.eks. medicin),NA,,1,1,0,Ikke at få den rette behandling,0,s_248,1,28.,28,200
s_248,s_249,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Om din hjertesygdom forværres,NA,,1,1,0,Om din hjertesygdom forværres,0,s_248,1,28.,28,201
s_248,s_250,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - At dine nærmeste bekymrer sig,NA,,1,1,0,At dine nærmeste bekymrer sig,0,s_248,1,28.,28,202
s_248,s_251,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - At være en byrde for din familie,NA,,1,1,0,At være en byrde for din familie,0,s_248,1,28.,28,203
s_248,s_252,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan det skal gå din familie i fremtiden,NA,,1,1,0,Hvordan det skal gå din familie i fremtiden,0,s_248,1,28.,28,204
s_248,s_253,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan du får talt med dine nærmeste om din sygdom,NA,,1,1,0,Hvordan du får talt med dine nærmeste om din sygdom,0,s_248,1,28.,28,205
s_248,s_254,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan du skal komme tilbage på arbejde igen,NA,,1,1,0,Hvordan du skal komme tilbage på arbejde igen,0,s_248,1,28.,28,206
s_248,s_255,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Ikke at have nogen at snakke med,NA,,1,1,0,Ikke at have nogen at snakke med,0,s_248,1,28.,28,207
s_248,s_256,Closed,Single,28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvor længe du kan leve med din hjertesygdom,NA,,1,1,0,Hvor længe du kan leve med din hjertesygdom,0,s_248,1,28.,28,208
s_143,s_143,Closed,Single,"29. Hvor ofte sker det, at du? Sæt ét kryds i hver linje - Føler dig isoleret fra andre?",NA,,1,0,0,,0,,NA,29.,29,209
s_145,s_145,Closed,Single,"29. Hvor ofte sker det, at du? Sæt ét kryds i hver linje - Savner nogen at være sammen med?",NA,,1,0,0,,0,,NA,29.,29,210
s_144,s_144,Closed,Single,"29. Hvor ofte sker det, at du? Sæt ét kryds i hver linje - Føler dig holdt udenfor?",NA,,1,0,0,,0,,NA,29.,29,211
s_243,s_243,Closed,Single,30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg været glad og i godt humør,NA,,1,0,0,,0,,NA,30.,30,212
s_244,s_244,Closed,Single,30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg følt mig rolig og afslappet,NA,,1,0,0,,0,,NA,30.,30,213
s_245,s_245,Closed,Single,30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg følt mig aktiv og energisk,NA,,1,0,0,,0,,NA,30.,30,214
s_246,s_246,Closed,Single,30. I de seneste 2 uger... Sæt ét kryds i hver linje - Er jeg vågnet frisk og udhvilet,NA,,1,0,0,,0,,NA,30.,30,215
s_247,s_247,Closed,Single,"30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har min dagligdag været fyldt med ting, der interesserer mig",NA,,1,0,0,,0,,NA,30.,30,216
s_257,s_257,Closed,Single,"31. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Følt dig trist til mode, ked af det?",NA,,1,0,0,,0,,NA,31.,31,217
s_258,s_258,Closed,Single,31. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Manglet interesse for dine daglige gøremål?,NA,,1,0,0,,0,,NA,31.,31,218
s_259,s_259,Closed,Single,"32. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Været nervøs, anspændt eller følt indre uro?",NA,,1,0,0,,0,,NA,32.,32,219
s_260,s_260,Closed,Single,32. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Været meget bekymret over selv de mindste ting i din dagligdag?,NA,,1,0,0,,0,,NA,32.,32,220
s_146,s_146,Closed,Single,33. Jeg har følt mig anspændt eller stresset,NA,,1,0,0,,0,,NA,33.,33,221
s_147,s_147,Closed,Single,"34. Jeg har fortsat fundet glæde ved det, jeg plejede at glæde mig over",NA,,1,0,0,,0,,NA,34.,34,222
s_148,s_148,Closed,Single,"35. Jeg har haft en slags forskrækket følelse, som om noget frygteligt var ved at ske",NA,,1,0,0,,0,,NA,35.,35,223
s_149,s_149,Closed,Single,36. Jeg har kunnet le og se det morsomme i mange ting,NA,,1,0,0,,0,,NA,36.,36,224
s_150,s_150,Closed,Single,"37. Jeg har haft bekymrende tanker, der er faret igennem hovedet på mig",NA,,1,0,0,,0,,NA,37.,37,225
s_151,s_151,Closed,Single,38. Jeg har følt mig i godt humør,NA,,1,0,0,,0,,NA,38.,38,226
s_152,s_152,Closed,Single,39. Jeg har kunnet sidde behageligt og føle mig afslappet,NA,,1,0,0,,0,,NA,39.,39,227
s_153,s_153,Closed,Single,"40. Jeg har følt det, som om jeg fungerede langsommere",NA,,1,0,0,,0,,NA,40.,40,228
s_154,s_154,Closed,Single,"41. Jeg har haft en slags forskrækket følelse, som om jeg havde \\sommerfulge\\ i maven",NA,,1,0,0,,0,,NA,41.,41,229
s_155,s_155,Closed,Single,42. Jeg har mistet interessen for mit udseende,NA,,1,0,0,,0,,NA,42.,42,230
s_156,s_156,Closed,Single,"43. Jeg har følt mig rastløs, som om jeg skulle bevæge mig hele tiden",NA,,1,0,0,,0,,NA,43.,43,231
s_157,s_157,Closed,Single,"44. Jeg har med glæde set frem til det, jeg skulle lave",NA,,1,0,0,,0,,NA,44.,44,232
s_158,s_158,Closed,Single,45. Jeg er pludselig blevet grebet af panik,NA,,1,0,0,,0,,NA,45.,45,233
s_159,s_159,Closed,Single,46. Jeg har kunnet glæde mig over en god bog eller et godt radio- eller TV-program,NA,,1,0,0,,0,,NA,46.,46,234
s_127,s_127,Closed,Single,47. Oplever du på grund af din hjertesygdom følgende?  Sæt ét kryds i hver linje - Manglende eller nedsat lyst til sex,NA,,1,1,0,Manglende eller nedsat lyst til sex,0,s_127,1,47.,47,235
s_127,s_129,Closed,Single,47. Oplever du på grund af din hjertesygdom følgende?  Sæt ét kryds i hver linje - Nervøsitet for at have sex,NA,,1,1,0,Nervøsitet for at have sex,0,s_127,1,47.,47,236
s_127,s_128,Closed,Single,"47. Oplever du på grund af din hjertesygdom følgende?  Sæt ét kryds i hver linje - Fysiske problemer i forhold til at have sex (f.eks. problemer med at få rejsning, manglende orgasmefølelse eller manglende evne til at blive fugtig)?",NA,,1,1,0,Fysiske problemer i forhold til at have sex,0,s_127,1,47.,47,237
s_266,s_266,Closed,Single,"48. Har du under corona-pandemien fået den nødvendige information, så du vidste, hvad du skulle gøre, i forhold til at beskytte dig mod smitte med corona-virus? F.eks. fra myndighederne, sundhedsvæsenet eller Hjerteforeningen.",NA,,1,1,1,,0,,NA,48.,48,238
s_267,s_267,Closed,Single,"49. Har du som følge af corona-pandemien fået udskudt behandling (indlæggelse, ambulant behandling, kontrol eller samtale) på hospital?",NA,,1,1,1,,0,,NA,49.,49,239
s_268,s_268,Closed,Single,50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Bekymringer som følge af corona-pandemien er begyndt at styre mit liv,NA,,1,1,0,Bekymringer er begyndt at styre mit liv,0,s_268,1,50.,50,240
s_268,s_269,Closed,Single,50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Jeg undgår nødvendig kontakt med læge eller sygehus,NA,,1,1,0,Jeg undgår nødvendig kontakt med læge eller sygehus,0,s_268,1,50.,50,241
s_268,s_270,Closed,Single,50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer påvirker andre f.eks. partner eller børn,NA,,1,1,0,Mine bekymringer påvirker andre,0,s_268,1,50.,50,242
s_268,s_271,Closed,Single,50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer påvirker min søvn og evnen til at fungere,NA,,1,1,0,Mine bekymringer påvirker min søvn og evnen til at fungere,0,s_268,1,50.,50,243
