"strat_level" "count" "percent" "strat" "item" "response" "mean" "patient_data" "Kon" "Alder"
"Grundskole" 9 13 "Uddannelsesniveau" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Grundskole" 0 0 "Uddannelsesniveau" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Grundskole" 44 21.7 "Uddannelsesniveau" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Grundskole" 63 36.2 "Uddannelsesniveau" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Grundskole" 66 32 "Uddannelsesniveau" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Grundskole" 7 3.5 "Uddannelsesniveau" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Grundskole" 20 10.1 "Uddannelsesniveau" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Grundskole" 10 5 "Uddannelsesniveau" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Grundskole" 115 60.5 "Uddannelsesniveau" "who5" "WHO-1 <50" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 192 36.9 "Uddannelsesniveau" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 32 5.9 "Uddannelsesniveau" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 135 24.9 "Uddannelsesniveau" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 83 15.3 "Uddannelsesniveau" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 270 49.7 "Uddannelsesniveau" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 338 62.2 "Uddannelsesniveau" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 199 36.6 "Uddannelsesniveau" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 160 29.7 "Uddannelsesniveau" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 36 15.4 "Uddannelsesniveau" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 8 3.4 "Uddannelsesniveau" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 96 17.7 "Uddannelsesniveau" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 155 34.1 "Uddannelsesniveau" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 172 31.7 "Uddannelsesniveau" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 18 3.4 "Uddannelsesniveau" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 44 8.2 "Uddannelsesniveau" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 14 2.6 "Uddannelsesniveau" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Gymnasial / erhvervsfaglig udd." 318 60.9 "Uddannelsesniveau" "who5" "WHO-1 <50" NA FALSE NA NA
"Hovedstaden" 114 34.3 "Region" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Hovedstaden" 18 5.2 "Region" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Hovedstaden" 67 19.6 "Region" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Hovedstaden" 65 19 "Region" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Hovedstaden" 165 48.1 "Region" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Hovedstaden" 204 59.5 "Region" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Hovedstaden" 123 35.9 "Region" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Hovedstaden" 89 26 "Region" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Hovedstaden" 25 16.4 "Region" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Hovedstaden" 11 7.3 "Region" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Hovedstaden" 57 16.7 "Region" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Hovedstaden" 83 28.5 "Region" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Hovedstaden" 94 27.4 "Region" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Hovedstaden" 14 4.1 "Region" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Hovedstaden" 30 8.8 "Region" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Hovedstaden" 7 2.1 "Region" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Hovedstaden" 201 59.8 "Region" "who5" "WHO-1 <50" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Jeg er anden familie" 0 0 "Relation til den hjertesyge" "who5" "WHO-1 <50" NA FALSE NA NA
"Jeg er bror/søster" 5 55.6 "Relation til den hjertesyge" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er bror/søster" NA NA "Relation til den hjertesyge" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er bror/søster" NA NA "Relation til den hjertesyge" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er bror/søster" 5 50 "Relation til den hjertesyge" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Jeg er bror/søster" 0 0 "Relation til den hjertesyge" "who5" "WHO-1 <50" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er forælder" NA NA "Relation til den hjertesyge" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er forælder" NA NA "Relation til den hjertesyge" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Jeg er forælder" 0 0 "Relation til den hjertesyge" "who5" "WHO-1 <50" NA FALSE NA NA
"Jeg er søn/datter" 41 29.7 "Relation til den hjertesyge" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er søn/datter" 10 7 "Relation til den hjertesyge" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er søn/datter" 20 14.1 "Relation til den hjertesyge" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er søn/datter" 29 20.4 "Relation til den hjertesyge" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er søn/datter" 65 45.8 "Relation til den hjertesyge" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er søn/datter" 85 59.9 "Relation til den hjertesyge" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er søn/datter" 49 34.5 "Relation til den hjertesyge" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er søn/datter" 46 32.4 "Relation til den hjertesyge" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er søn/datter" 12 10.3 "Relation til den hjertesyge" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Jeg er søn/datter" 0 0 "Relation til den hjertesyge" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er søn/datter" 21 14.8 "Relation til den hjertesyge" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Jeg er søn/datter" 0 0 "Relation til den hjertesyge" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er søn/datter" 55 39 "Relation til den hjertesyge" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er søn/datter" 7 5 "Relation til den hjertesyge" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Jeg er søn/datter" 17 12.3 "Relation til den hjertesyge" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Jeg er søn/datter" 0 0 "Relation til den hjertesyge" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Jeg er søn/datter" 74 55.2 "Relation til den hjertesyge" "who5" "WHO-1 <50" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 349 34.4 "Relation til den hjertesyge" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 58 5.6 "Relation til den hjertesyge" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 237 22.9 "Relation til den hjertesyge" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 175 16.9 "Relation til den hjertesyge" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 537 51.9 "Relation til den hjertesyge" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 646 62.5 "Relation til den hjertesyge" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 373 36 "Relation til den hjertesyge" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 291 28.3 "Relation til den hjertesyge" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 68 16.7 "Relation til den hjertesyge" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 23 5.7 "Relation til den hjertesyge" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 177 17.2 "Relation til den hjertesyge" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 329 31.8 "Relation til den hjertesyge" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 312 30.2 "Relation til den hjertesyge" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 43 4.2 "Relation til den hjertesyge" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 71 6.9 "Relation til den hjertesyge" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 31 3 "Relation til den hjertesyge" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Jeg er ægtefælle eller partner" 636 63.1 "Relation til den hjertesyge" "who5" "WHO-1 <50" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 5 38.5 "Relation til den hjertesyge" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 0 0 "Relation til den hjertesyge" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" 7 63.6 "Relation til den hjertesyge" "who5" "WHO-1 <50" NA FALSE NA NA
"Kort / mellemlang videregående udd." 107 32.5 "Uddannelsesniveau" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Kort / mellemlang videregående udd." 16 4.8 "Uddannelsesniveau" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Kort / mellemlang videregående udd." 64 19.3 "Uddannelsesniveau" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Kort / mellemlang videregående udd." 58 17.5 "Uddannelsesniveau" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Kort / mellemlang videregående udd." 174 52.4 "Uddannelsesniveau" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Kort / mellemlang videregående udd." 210 63.3 "Uddannelsesniveau" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Kort / mellemlang videregående udd." 118 35.5 "Uddannelsesniveau" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Kort / mellemlang videregående udd." 95 28.7 "Uddannelsesniveau" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Kort / mellemlang videregående udd." 26 16.5 "Uddannelsesniveau" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Kort / mellemlang videregående udd." 8 5 "Uddannelsesniveau" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Kort / mellemlang videregående udd." 54 16.4 "Uddannelsesniveau" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Kort / mellemlang videregående udd." 81 28.7 "Uddannelsesniveau" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Kort / mellemlang videregående udd." 105 31.8 "Uddannelsesniveau" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Kort / mellemlang videregående udd." 17 5.2 "Uddannelsesniveau" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Kort / mellemlang videregående udd." 22 6.7 "Uddannelsesniveau" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Kort / mellemlang videregående udd." 10 3 "Uddannelsesniveau" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Kort / mellemlang videregående udd." 203 63.2 "Uddannelsesniveau" "who5" "WHO-1 <50" NA FALSE NA NA
"Lang videregående udd." 37 26.4 "Uddannelsesniveau" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Lang videregående udd." 6 4.2 "Uddannelsesniveau" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Lang videregående udd." 22 15.3 "Uddannelsesniveau" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Lang videregående udd." 36 25 "Uddannelsesniveau" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Lang videregående udd." 76 52.8 "Uddannelsesniveau" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Lang videregående udd." 96 66.7 "Uddannelsesniveau" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Lang videregående udd." 53 36.8 "Uddannelsesniveau" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Lang videregående udd." 37 25.7 "Uddannelsesniveau" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Lang videregående udd." 9 11.5 "Uddannelsesniveau" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Lang videregående udd." 6 7.8 "Uddannelsesniveau" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Lang videregående udd." 20 13.9 "Uddannelsesniveau" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Lang videregående udd." 30 25.4 "Uddannelsesniveau" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Lang videregående udd." 39 27.1 "Uddannelsesniveau" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Lang videregående udd." 9 6.3 "Uddannelsesniveau" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Lang videregående udd." 10 7 "Uddannelsesniveau" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Lang videregående udd." 5 3.5 "Uddannelsesniveau" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Lang videregående udd." 88 62.9 "Uddannelsesniveau" "who5" "WHO-1 <50" NA FALSE NA NA
"Midtjylland" 77 37.6 "Region" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Midtjylland" 11 5.2 "Region" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Midtjylland" 64 30 "Region" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Midtjylland" 34 16 "Region" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Midtjylland" 106 49.8 "Region" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Midtjylland" 138 64.8 "Region" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Midtjylland" 76 35.8 "Region" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Midtjylland" 70 32.9 "Region" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Midtjylland" 18 16.8 "Region" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Midtjylland" 5 4.6 "Region" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Midtjylland" 30 14.2 "Region" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Midtjylland" 55 30.2 "Region" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Midtjylland" 73 34.4 "Region" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Midtjylland" 5 2.4 "Region" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Midtjylland" 15 7.2 "Region" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Midtjylland" 7 3.3 "Region" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Midtjylland" 129 63.2 "Region" "who5" "WHO-1 <50" NA FALSE NA NA
"Nordjylland" 44 34.9 "Region" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Nordjylland" 11 8.5 "Region" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Nordjylland" 29 22.5 "Region" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Nordjylland" 17 13.2 "Region" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Nordjylland" 66 51.2 "Region" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Nordjylland" 81 62.8 "Region" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Nordjylland" 44 34.1 "Region" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Nordjylland" 35 27.3 "Region" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Nordjylland" 9 18.8 "Region" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Nordjylland" 0 0 "Region" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Nordjylland" 28 21.7 "Region" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Nordjylland" 43 38.1 "Region" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Nordjylland" 47 36.7 "Region" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Nordjylland" 7 5.6 "Region" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Nordjylland" 13 10.4 "Region" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Nordjylland" 6 4.8 "Region" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Nordjylland" 75 62 "Region" "who5" "WHO-1 <50" NA FALSE NA NA
"Sjælland" 84 31.6 "Region" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Sjælland" 16 5.8 "Region" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Sjælland" 54 19.6 "Region" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Sjælland" 61 22.2 "Region" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Sjælland" 164 59.9 "Region" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Sjælland" 174 63.5 "Region" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Sjælland" 115 41.8 "Region" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
